shipName,Classe,ano,mes,consumo_total,consumo_medio,num_viagens,distancia_total,duracao_total,consumo_por_milha,consumo_por_hora
RAFAEL SANTOS,Suezmax,2024,7,1298.1,37.09,35,8341.0,667.02,0.1556,1.9461
RAUL MARTINS,Suezmax,2024,7,1355.5,43.73,31,7309.0,639.9,0.1855,2.1183
RENATO GOMES,Aframax,2024,7,503.0,25.15,20,4848.5,530.47,0.1037,0.9482
RICARDO BARBOSA,Gaseiro 7k,2024,7,192.07,5.49,35,6406.5,652.11,0.03,0.2945
RODRIGO PINHEIRO,Aframax,2024,7,265.02,16.56,16,2862.5,238.65,0.0926,1.1105
ROMARIO SILVA,MR 2,2024,7,174.9,11.66,15,2390.04,196.9,0.0732,0.8883
THIAGO FERNANDES,MR 2,2024,7,328.4,10.95,30,3953.0,378.31,0.0831,0.8681
TOTAL_FROTA,TODAS,2024,7,11925.62,23.2,514,98460.44,9060.76,0.1211,1.3162
VICTOR OLIVEIRA,Suezmax,2024,7,1098.0,40.67,27,7051.0,568.75,0.1557,1.9305
BRUNO LIMA,Gaseiro 7k,2024,8,152.0,4.47,34,3557.7,357.82,0.0427,0.4248
CARLA SILVA,Aframax,2024,8,75.0,4.69,16,546.0,55.23,0.1374,1.358
DANIEL PEREIRA,Aframax,2024,8,677.0,25.07,27,6739.0,567.29,0.1005,1.1934
EDUARDO COSTA,MR 2,2024,8,312.2,10.41,30,4119.0,359.16,0.0758,0.8693
FELIPE RIBEIRO,Suezmax,2024,8,1115.0,37.17,30,6583.0,698.5,0.1694,1.5963
FÁBIO SANTOS,Gaseiro 7k,2024,8,153.68,5.3,29,3719.0,325.48,0.0413,0.4722
GABRIELA MARTINS,Aframax,2024,8,75.0,8.33,9,1050.0,83.05,0.0714,0.9031
GISELLE CARVALHO,Suezmax,2024,8,272.38,27.24,10,1904.0,158.17,0.1431,1.7221
HENRIQUE ALVES,Suezmax,2024,8,1348.0,42.12,32,8540.0,709.97,0.1578,1.8987
LUCAS MENDONÇA,MR 2,2024,8,201.71,5.76,35,2696.6,223.4,0.0748,0.9029
MARCOS CAVALCANTI,Suezmax,2024,8,783.67,30.14,26,4973.0,508.18,0.1576,1.5421
MARIA VALENTINA,Gaseiro 7k,2024,8,170.2,5.01,34,4359.5,513.5,0.039,0.3315
PAULO MOURA,Suezmax,2024,8,1238.15,45.86,27,5600.0,721.3,0.2211,1.7166
RAFAEL SANTOS,Suezmax,2024,8,930.0,34.44,27,6906.0,583.33,0.1347,1.5943
RAUL MARTINS,Suezmax,2024,8,557.25,23.22,24,3355.0,487.1,0.1661,1.144
RENATO GOMES,Aframax,2024,8,703.0,27.04,26,5761.0,682.77,0.122,1.0296
RICARDO BARBOSA,Gaseiro 7k,2024,8,183.88,6.34,29,4413.0,591.31,0.0417,0.311
RODRIGO PINHEIRO,Aframax,2024,8,126.03,18.0,7,1696.0,143.5,0.0743,0.8783
ROMARIO SILVA,MR 2,2024,8,298.97,10.68,28,4186.8,316.68,0.0714,0.9441
THIAGO FERNANDES,MR 2,2024,8,391.94,11.2,35,4868.0,393.15,0.0805,0.9969
TOTAL_FROTA,TODAS,2024,8,10712.06,19.84,540,91673.6,8978.67,0.1168,1.1931
VICTOR OLIVEIRA,Suezmax,2024,8,947.0,37.88,25,6101.0,499.78,0.1552,1.8948
BRUNO LIMA,Gaseiro 7k,2024,9,156.28,6.01,26,3284.8,338.49,0.0476,0.4617
CARLA SILVA,Aframax,2024,9,120.8,8.05,15,1193.0,108.7,0.1013,1.1113
DANIEL PEREIRA,Aframax,2024,9,763.5,29.37,26,6386.54,521.25,0.1195,1.4647
EDUARDO COSTA,MR 2,2024,9,310.67,11.51,27,3816.0,301.07,0.0814,1.0319
FELIPE RIBEIRO,Suezmax,2024,9,343.01,28.58,12,356.5,35.77,0.9622,9.5893
FÁBIO SANTOS,Gaseiro 7k,2024,9,123.2,5.87,21,2939.0,248.15,0.0419,0.4965
GABRIELA MARTINS,Aframax,2024,9,617.0,28.05,22,5414.0,442.1,0.114,1.3956
GISELLE CARVALHO,Suezmax,2024,9,1379.5,44.5,31,8053.0,659.25,0.1713,2.0925
HENRIQUE ALVES,Suezmax,2024,9,1055.0,36.38,29,7725.0,586.8,0.1366,1.7979
LUCAS MENDONÇA,MR 2,2024,9,247.42,7.98,31,3608.7,274.07,0.0686,0.9028
MARCOS CAVALCANTI,Suezmax,2024,9,1236.76,42.65,29,7775.0,641.03,0.1591,1.9293
MARIA VALENTINA,Gaseiro 7k,2024,9,99.75,4.75,21,2848.0,232.66,0.035,0.4287
PAULO MOURA,Suezmax,2024,9,952.24,43.28,22,4783.0,524.83,0.1991,1.8144
RAFAEL SANTOS,Suezmax,2024,9,499.6,33.31,15,3481.0,261.92,0.1435,1.9075
RAUL MARTINS,Suezmax,2024,9,1081.72,34.89,31,6227.2,544.19,0.1737,1.9878
RENATO GOMES,Aframax,2024,9,519.0,30.53,17,3810.0,438.0,0.1362,1.1849
RICARDO BARBOSA,Gaseiro 7k,2024,9,58.78,2.8,21,1741.5,163.07,0.0338,0.3605
RODRIGO PINHEIRO,Aframax,2024,9,599.3,18.73,32,6833.7,536.75,0.0877,1.1165
ROMARIO SILVA,MR 2,2024,9,200.41,9.11,22,2776.0,215.9,0.0722,0.9283
THIAGO FERNANDES,MR 2,2024,9,244.92,15.31,16,2790.0,216.59,0.0878,1.1308
TOTAL_FROTA,TODAS,2024,9,11606.86,23.45,495,92561.94,7844.91,0.1254,1.4795
VICTOR OLIVEIRA,Suezmax,2024,9,998.0,34.41,29,6720.0,554.32,0.1485,1.8004
BRUNO LIMA,Gaseiro 7k,2024,10,182.5,4.93,37,4155.5,392.09,0.0439,0.4655
CARLA SILVA,Aframax,2024,10,85.1,7.09,12,715.0,64.4,0.119,1.3214
DANIEL PEREIRA,Aframax,2024,10,754.0,27.93,27,6731.0,607.54,0.112,1.2411
EDUARDO COSTA,MR 2,2024,10,293.71,13.99,21,3151.4,262.25,0.0932,1.12
FELIPE RIBEIRO,Suezmax,2024,10,1387.65,43.36,32,9200.0,725.4,0.1508,1.9129
FÁBIO SANTOS,Gaseiro 7k,2024,10,171.08,4.28,40,5303.5,445.5,0.0323,0.384
GABRIELA MARTINS,Aframax,2024,10,158.0,14.36,11,1378.0,112.87,0.1147,1.3998
GISELLE CARVALHO,Suezmax,2024,10,1218.55,42.02,29,6877.0,569.0,0.1772,2.1416
HENRIQUE ALVES,Suezmax,2024,10,1080.0,38.57,28,7415.0,596.72,0.1457,1.8099
LUCAS MENDONÇA,MR 2,2024,10,444.57,15.88,28,6235.0,448.1,0.0713,0.9921
MARCOS CAVALCANTI,Suezmax,2024,10,1086.92,31.97,34,7261.0,567.06,0.1497,1.9168
MARIA VALENTINA,Gaseiro 7k,2024,10,76.04,3.8,20,2515.0,299.59,0.0302,0.2538
PAULO MOURA,Suezmax,2024,10,736.9,21.67,34,4313.5,499.5,0.1708,1.4753
RAFAEL SANTOS,Suezmax,2024,10,1024.5,37.94,27,7334.0,568.68,0.1397,1.8015
RAUL MARTINS,Suezmax,2024,10,846.0,26.44,32,5857.0,487.24,0.1444,1.7363
RENATO GOMES,Aframax,2024,10,875.0,31.25,28,7451.0,702.03,0.1174,1.2464
RICARDO BARBOSA,Gaseiro 7k,2024,10,55.12,3.24,17,1384.0,333.09,0.0398,0.1655
RODRIGO PINHEIRO,Aframax,2024,10,743.6,25.64,29,6779.0,531.09,0.1097,1.4001
ROMARIO SILVA,MR 2,2024,10,354.52,11.44,31,4748.0,353.23,0.0747,1.0037
THIAGO FERNANDES,MR 2,2024,10,365.96,9.89,37,3788.0,358.23,0.0966,1.0216
TOTAL_FROTA,TODAS,2024,10,12516.72,22.08,567,106511.9,9236.61,0.1175,1.3551
VICTOR OLIVEIRA,Suezmax,2024,10,577.0,44.38,13,3920.0,313.0,0.1472,1.8435
BRUNO LIMA,Gaseiro 7k,2024,11,144.1,3.89,37,3785.5,379.26,0.0381,0.38
CARLA SILVA,Aframax,2024,11,35.9,3.99,9,255.0,28.5,0.1408,1.2596
DANIEL PEREIRA,Aframax,2024,11,453.0,22.65,20,3270.0,416.48,0.1385,1.0877
EDUARDO COSTA,MR 2,2024,11,282.5,12.28,23,3740.6,293.35,0.0755,0.963
FELIPE RIBEIRO,Suezmax,2024,11,691.62,23.85,29,5750.6,425.7,0.1203,1.6247
FÁBIO SANTOS,Gaseiro 7k,2024,11,131.29,3.05,43,4225.0,330.1,0.0311,0.3977
GABRIELA MARTINS,Aframax,2024,11,1205.0,40.17,30,8605.0,720.0,0.14,1.6736
GISELLE CARVALHO,Suezmax,2024,11,645.26,18.98,34,3961.0,421.19,0.1629,1.532
HENRIQUE ALVES,Suezmax,2024,11,1096.0,39.14,28,7285.0,628.67,0.1504,1.7434
LUCAS MENDONÇA,MR 2,2024,11,166.7,9.26,18,2418.0,186.2,0.0689,0.8953
MARCOS CAVALCANTI,Suezmax,2024,11,986.42,35.23,28,7021.0,549.98,0.1405,1.7936
MARIA VALENTINA,Gaseiro 7k,2024,11,119.08,4.11,29,3033.0,397.0,0.0393,0.2999
PAULO MOURA,Suezmax,2024,11,920.0,25.56,36,6050.0,699.5,0.1521,1.3152
RAFAEL SANTOS,Suezmax,2024,11,989.2,47.1,21,5964.0,497.0,0.1659,1.9903
RAUL MARTINS,Suezmax,2024,11,720.0,30.0,24,4458.0,411.1,0.1615,1.7514
RENATO GOMES,Aframax,2024,11,695.0,25.74,27,7280.0,765.07,0.0955,0.9084
RICARDO BARBOSA,Gaseiro 7k,2024,11,87.46,3.36,26,2745.0,464.0,0.0319,0.1885
RODRIGO PINHEIRO,Aframax,2024,11,380.02,29.23,13,3020.4,419.3,0.1258,0.9063
ROMARIO SILVA,MR 2,2024,11,269.5,11.72,23,3949.0,293.71,0.0682,0.9176
THIAGO FERNANDES,MR 2,2024,11,215.2,7.42,29,3273.0,328.91,0.0658,0.6543
TOTAL_FROTA,TODAS,2024,11,10922.25,19.86,550,95006.1,9112.52,0.115,1.1986
VICTOR OLIVEIRA,Suezmax,2024,11,689.0,29.96,23,4917.0,457.5,0.1401,1.506
BRUNO LIMA,Gaseiro 7k,2024,12,138.03,4.76,29,3628.6,300.16,0.038,0.4599
CARLA SILVA,Aframax,2024,12,105.75,5.57,19,1173.0,112.82,0.0902,0.9373
DANIEL PEREIRA,Aframax,2024,12,1037.0,31.42,33,7087.0,716.82,0.1463,1.4467
EDUARDO COSTA,MR 2,2024,12,331.65,11.06,30,4058.3,402.57,0.0817,0.8238
FELIPE RIBEIRO,Suezmax,2024,12,884.92,35.4,25,6415.0,476.1,0.1379,1.8587
FÁBIO SANTOS,Gaseiro 7k,2024,12,168.65,4.68,36,5031.0,429.71,0.0335,0.3925
GABRIELA MARTINS,Aframax,2024,12,750.0,25.0,30,7573.0,585.83,0.099,1.2802
GISELLE CARVALHO,Suezmax,2024,12,985.75,39.43,25,5034.0,451.5,0.1958,2.1833
HENRIQUE ALVES,Suezmax,2024,12,889.0,34.19,26,6908.0,555.05,0.1287,1.6017
LUCAS MENDONÇA,MR 2,2024,12,366.5,12.64,29,4684.0,356.6,0.0782,1.0278
MARCOS CAVALCANTI,Suezmax,2024,12,538.42,23.41,23,3725.0,296.37,0.1445,1.8167
MARIA VALENTINA,Gaseiro 7k,2024,12,131.19,4.69,28,3921.0,310.16,0.0335,0.423
PAULO MOURA,Suezmax,2024,12,595.31,23.81,25,3301.1,464.08,0.1803,1.2828
RAFAEL SANTOS,Suezmax,2024,12,998.4,39.94,25,7003.0,558.7,0.1426,1.787
RAUL MARTINS,Suezmax,2024,12,673.0,30.59,22,4832.6,369.28,0.1393,1.8225
RENATO GOMES,Aframax,2024,12,465.8,23.29,20,5135.0,409.25,0.0907,1.1382
RICARDO BARBOSA,Gaseiro 7k,2024,12,78.9,3.16,25,2446.0,234.5,0.0323,0.3365
RODRIGO PINHEIRO,Aframax,2024,12,675.21,45.01,15,6022.0,514.74,0.1121,1.3117
ROMARIO SILVA,MR 2,2024,12,312.0,15.6,20,4245.6,315.26,0.0735,0.9897
THIAGO FERNANDES,MR 2,2024,12,286.4,12.45,23,4128.0,340.42,0.0694,0.8413
TOTAL_FROTA,TODAS,2024,12,11212.18,20.84,538,102164.2,8655.12,0.1097,1.2954
VICTOR OLIVEIRA,Suezmax,2024,12,800.3,26.68,30,5813.0,455.2,0.1377,1.7581
BRUNO LIMA,Gaseiro 7k,2025,1,138.7,4.95,28,3124.2,587.88,0.0444,0.2359
CARLA SILVA,Aframax,2025,1,296.5,14.82,20,2664.0,261.17,0.1113,1.1353
DANIEL PEREIRA,Aframax,2025,1,706.9,22.09,32,6647.0,581.22,0.1063,1.2162
EDUARDO COSTA,MR 2,2025,1,201.61,10.08,20,2269.0,224.35,0.0889,0.8986
FELIPE RIBEIRO,Suezmax,2025,1,1231.0,38.47,32,8195.0,689.43,0.1502,1.7855
FÁBIO SANTOS,Gaseiro 7k,2025,1,146.44,4.58,32,4227.8,339.76,0.0346,0.431
GABRIELA MARTINS,Aframax,2025,1,239.96,14.12,17,2396.0,186.96,0.1002,1.2835
GISELLE CARVALHO,Suezmax,2025,1,892.35,27.89,32,5166.0,480.43,0.1727,1.8574
HENRIQUE ALVES,Suezmax,2025,1,587.0,22.58,26,4398.0,460.1,0.1335,1.2758
LUCAS MENDONÇA,MR 2,2025,1,288.45,11.09,26,4150.5,311.1,0.0695,0.9272
MARCOS CAVALCANTI,Suezmax,2025,1,880.48,41.93,21,5609.0,450.03,0.157,1.9565
MARIA VALENTINA,Gaseiro 7k,2025,1,123.74,4.42,28,3519.4,285.01,0.0352,0.4342
PAULO MOURA,Suezmax,2025,1,998.22,25.6,39,6092.5,669.68,0.1638,1.4906
RAFAEL SANTOS,Suezmax,2025,1,663.0,30.14,22,5180.0,419.13,0.128,1.5818
RAUL MARTINS,Suezmax,2025,1,726.0,34.57,21,4154.0,352.93,0.1748,2.0571
RENATO GOMES,Aframax,2025,1,24.6,2.24,11,226.5,58.45,0.1086,0.4209
RICARDO BARBOSA,Gaseiro 7k,2025,1,90.7,3.94,23,2828.0,232.63,0.0321,0.3899
RODRIGO PINHEIRO,Aframax,2025,1,357.44,18.81,19,4240.0,382.8,0.0843,0.9338
ROMARIO SILVA,MR 2,2025,1,227.97,10.86,21,3192.0,299.48,0.0714,0.7612
THIAGO FERNANDES,MR 2,2025,1,300.7,8.59,35,3951.0,303.81,0.0761,0.9898
TOTAL_FROTA,TODAS,2025,1,9879.76,18.47,535,88069.9,8058.55,0.1122,1.226
VICTOR OLIVEIRA,Suezmax,2025,1,758.0,25.27,30,5840.0,482.2,0.1298,1.572
BRUNO LIMA,Gaseiro 7k,2025,2,222.44,7.18,31,5462.3,517.63,0.0407,0.4297
CARLA SILVA,Aframax,2025,2,320.7,11.45,28,2521.0,315.72,0.1272,1.0158
DANIEL PEREIRA,Aframax,2025,2,820.0,34.17,24,5903.0,495.16,0.1389,1.656
EDUARDO COSTA,MR 2,2025,2,178.74,11.17,16,2194.0,227.0,0.0815,0.7874
FELIPE RIBEIRO,Suezmax,2025,2,693.5,25.69,27,5572.0,419.6,0.1245,1.6528
FÁBIO SANTOS,Gaseiro 7k,2025,2,87.38,4.37,20,2525.0,206.65,0.0346,0.4228
GABRIELA MARTINS,Aframax,2025,2,1102.0,36.73,30,8473.5,684.0,0.1301,1.6111
GISELLE CARVALHO,Suezmax,2025,2,379.5,29.19,13,2446.0,218.37,0.1552,1.7379
HENRIQUE ALVES,Suezmax,2025,2,501.8,18.59,27,3518.0,364.57,0.1426,1.3764
LUCAS MENDONÇA,MR 2,2025,2,273.4,17.09,16,3158.0,255.63,0.0866,1.0695
MARCOS CAVALCANTI,Suezmax,2025,2,889.0,32.93,27,5809.0,499.02,0.153,1.7815
MARIA VALENTINA,Gaseiro 7k,2025,2,123.86,5.39,23,3385.0,273.5,0.0366,0.4529
PAULO MOURA,Suezmax,2025,2,737.0,35.1,21,4445.5,447.28,0.1658,1.6477
RAFAEL SANTOS,Suezmax,2025,2,1112.5,42.79,26,6705.0,576.5,0.1659,1.9297
RAUL MARTINS,Suezmax,2025,2,804.0,27.72,29,5568.0,546.84,0.1444,1.4703
RENATO GOMES,Aframax,2025,2,786.3,25.36,31,6624.0,609.17,0.1187,1.2908
RICARDO BARBOSA,Gaseiro 7k,2025,2,107.32,3.97,27,3402.0,360.59,0.0315,0.2976
RODRIGO PINHEIRO,Aframax,2025,2,774.71,26.71,29,8355.0,631.0,0.0927,1.2277
ROMARIO SILVA,MR 2,2025,2,284.9,11.87,24,3825.0,308.2,0.0745,0.9244
THIAGO FERNANDES,MR 2,2025,2,258.81,7.84,33,3511.0,292.21,0.0737,0.8857
TOTAL_FROTA,TODAS,2025,2,11163.37,21.06,530,98688.3,8725.58,0.1131,1.2794
VICTOR OLIVEIRA,Suezmax,2025,2,705.5,25.2,28,5286.0,476.94,0.1335,1.4792
BRUNO LIMA,Gaseiro 7k,2025,3,112.38,3.75,30,3232.9,377.09,0.0348,0.298
CARLA SILVA,Aframax,2025,3,83.0,4.88,17,815.0,78.68,0.1018,1.0549
DANIEL PEREIRA,Aframax,2025,3,650.5,30.98,21,5458.0,418.35,0.1192,1.5549
EDUARDO COSTA,MR 2,2025,3,361.97,13.41,27,3993.0,363.68,0.0907,0.9953
FELIPE RIBEIRO,Suezmax,2025,3,823.2,30.49,27,6468.0,508.17,0.1273,1.6199
FÁBIO SANTOS,Gaseiro 7k,2025,3,135.94,5.04,27,3258.0,410.07,0.0417,0.3315
GABRIELA MARTINS,Aframax,2025,3,626.57,17.9,35,4922.0,487.32,0.1273,1.2857
GISELLE CARVALHO,Suezmax,2025,3,262.35,18.74,14,2552.0,190.09,0.1028,1.3801
HENRIQUE ALVES,Suezmax,2025,3,908.3,26.71,34,6442.0,635.95,0.141,1.4283
LUCAS MENDONÇA,MR 2,2025,3,101.56,9.23,11,1566.0,110.9,0.0649,0.9158
MARCOS CAVALCANTI,Suezmax,2025,3,1204.8,36.51,33,8061.0,659.7,0.1495,1.8263
MARIA VALENTINA,Gaseiro 7k,2025,3,103.1,4.69,22,2770.0,328.18,0.0372,0.3142
PAULO MOURA,Suezmax,2025,3,477.0,26.5,18,2647.0,273.8,0.1802,1.7421
RAFAEL SANTOS,Suezmax,2025,3,834.2,26.91,31,5844.0,440.69,0.1427,1.8929
RAUL MARTINS,Suezmax,2025,3,604.0,26.26,23,4657.0,419.62,0.1297,1.4394
RENATO GOMES,Aframax,2025,3,80.21,3.65,22,718.0,250.88,0.1117,0.3197
RICARDO BARBOSA,Gaseiro 7k,2025,3,97.16,3.24,30,2939.0,621.47,0.0331,0.1563
RODRIGO PINHEIRO,Aframax,2025,3,427.4,19.43,22,4498.0,354.15,0.095,1.2068
ROMARIO SILVA,MR 2,2025,3,183.7,10.21,18,2906.1,221.07,0.0632,0.831
THIAGO FERNANDES,MR 2,2025,3,252.3,9.34,27,3125.0,281.54,0.0807,0.8961
TOTAL_FROTA,TODAS,2025,3,8724.14,16.68,523,80064.0,7793.59,0.109,1.1194
VICTOR OLIVEIRA,Suezmax,2025,3,394.5,11.6,34,3192.0,362.19,0.1236,1.0892
BRUNO LIMA,Gaseiro 7k,2025,4,117.65,4.2,28,3299.8,243.34,0.0357,0.4835
CARLA SILVA,Aframax,2025,4,4.0,1.0,4,47.0,7.27,0.0851,0.5502
DANIEL PEREIRA,Aframax,2025,4,516.0,27.16,19,3678.0,352.69,0.1403,1.463
EDUARDO COSTA,MR 2,2025,4,205.08,12.82,16,2072.0,181.9,0.099,1.1274
FELIPE RIBEIRO,Suezmax,2025,4,797.8,34.69,23,5893.0,464.2,0.1354,1.7187
FÁBIO SANTOS,Gaseiro 7k,2025,4,119.36,3.62,33,2756.0,245.37,0.0433,0.4864
GABRIELA MARTINS,Aframax,2025,4,927.71,30.92,30,7855.0,593.0,0.1181,1.5644
GISELLE CARVALHO,Suezmax,2025,4,1011.8,36.14,28,8722.0,636.9,0.116,1.5886
HENRIQUE ALVES,Suezmax,2025,4,859.5,24.56,35,7140.0,634.68,0.1204,1.3542
LUCAS MENDONÇA,MR 2,2025,4,237.5,10.33,23,2878.0,229.3,0.0825,1.0358
MARCOS CAVALCANTI,Suezmax,2025,4,600.01,21.43,28,3637.0,361.41,0.165,1.6602
MARIA VALENTINA,Gaseiro 7k,2025,4,152.41,4.92,31,4451.5,362.94,0.0342,0.4199
PAULO MOURA,Suezmax,2025,4,1248.5,41.62,30,6727.0,654.93,0.1856,1.9063
RAFAEL SANTOS,Suezmax,2025,4,957.4,36.82,26,6819.3,527.1,0.1404,1.8164
RICARDO BARBOSA,Gaseiro 7k,2025,4,163.0,5.09,32,4873.0,488.42,0.0334,0.3337
RODRIGO PINHEIRO,Aframax,2025,4,629.9,22.5,28,6844.0,576.02,0.092,1.0935
ROMARIO SILVA,MR 2,2025,4,204.33,9.73,21,2542.74,206.58,0.0804,0.9891
THIAGO FERNANDES,MR 2,2025,4,163.65,8.61,19,1850.0,179.85,0.0885,0.9099
TOTAL_FROTA,TODAS,2025,4,9596.1,20.2,475,86599.34,7320.45,0.1108,1.3109
VICTOR OLIVEIRA,Suezmax,2025,4,680.5,32.4,21,4514.0,374.55,0.1508,1.8168
BRUNO LIMA,Gaseiro 7k,2025,5,128.05,3.66,35,3395.5,286.4,0.0377,0.4471
CARLA SILVA,Aframax,2025,5,269.5,10.37,26,2250.0,214.33,0.1198,1.2574
DANIEL PEREIRA,Aframax,2025,5,369.0,15.38,24,3031.0,260.54,0.1217,1.4163
EDUARDO COSTA,MR 2,2025,5,265.48,10.62,25,2623.0,258.09,0.1012,1.0286
FELIPE RIBEIRO,Suezmax,2025,5,830.0,31.92,26,6052.9,489.8,0.1371,1.6946
FÁBIO SANTOS,Gaseiro 7k,2025,5,130.5,5.93,22,3449.0,246.54,0.0378,0.5293
GABRIELA MARTINS,Aframax,2025,5,488.0,22.18,22,3787.0,381.3,0.1289,1.2798
GISELLE CARVALHO,Suezmax,2025,5,1035.61,33.41,31,7056.0,560.82,0.1468,1.8466
HENRIQUE ALVES,Suezmax,2025,5,436.0,17.44,25,2871.0,285.13,0.1519,1.5291
LUCAS MENDONÇA,MR 2,2025,5,180.25,6.01,30,2424.5,398.0,0.0743,0.4529
MARCOS CAVALCANTI,Suezmax,2025,5,746.85,19.15,39,5147.5,456.59,0.1451,1.6357
MARIA VALENTINA,Gaseiro 7k,2025,5,159.78,4.84,33,4724.0,363.25,0.0338,0.4399
PAULO MOURA,Suezmax,2025,5,935.25,26.72,35,6006.0,547.1,0.1557,1.7095
RAFAEL SANTOS,Suezmax,2025,5,1415.0,45.65,31,8376.0,697.2,0.1689,2.0295
RAUL MARTINS,Suezmax,2025,5,475.52,27.97,17,4095.0,309.29,0.1161,1.5375
RICARDO BARBOSA,Gaseiro 7k,2025,5,140.1,4.67,30,3758.0,419.25,0.0373,0.3342
RODRIGO PINHEIRO,Aframax,2025,5,732.9,23.64,31,7156.0,579.22,0.1024,1.2653
ROMARIO SILVA,MR 2,2025,5,213.09,9.69,22,2707.0,212.64,0.0787,1.0021
THIAGO FERNANDES,MR 2,2025,5,178.43,7.14,25,1726.0,171.32,0.1034,1.0415
TOTAL_FROTA,TODAS,2025,5,9689.62,17.27,561,85629.4,7694.34,0.1132,1.2593
VICTOR OLIVEIRA,Suezmax,2025,5,560.3,17.51,32,4994.0,557.53,0.1122,1.005
BRUNO LIMA,Gaseiro 7k,2025,6,95.7,3.54,27,2323.7,391.1,0.0412,0.2447
CARLA SILVA,Aframax,2025,6,56.5,4.35,13,557.0,49.83,0.1014,1.1339
DANIEL PEREIRA,Aframax,2025,6,1087.0,35.06,31,8183.0,678.6,0.1328,1.6018
EDUARDO COSTA,MR 2,2025,6,215.43,9.79,22,1961.0,220.24,0.1099,0.9782
FELIPE RIBEIRO,Suezmax,2025,6,802.53,30.87,26,6505.3,502.65,0.1234,1.5966
FÁBIO SANTOS,Gaseiro 7k,2025,6,173.09,5.25,33,4515.0,384.35,0.0383,0.4503
GABRIELA MARTINS,Aframax,2025,6,969.3,32.31,30,7425.0,604.92,0.1305,1.6024
GISELLE CARVALHO,Suezmax,2025,6,486.46,21.15,23,3638.0,392.17,0.1337,1.2404
HENRIQUE ALVES,Suezmax,2025,6,375.0,16.3,23,2607.0,341.07,0.1438,1.0995
LUCAS MENDONÇA,MR 2,2025,6,305.2,9.54,32,4145.0,338.8,0.0736,0.9008
MARCOS CAVALCANTI,Suezmax,2025,6,330.56,13.77,24,2446.0,284.85,0.1351,1.1605
MARIA VALENTINA,Gaseiro 7k,2025,6,162.9,4.65,35,4929.0,390.5,0.033,0.4172
PAULO MOURA,Suezmax,2025,6,940.0,36.15,26,5497.0,496.08,0.171,1.8949
RAFAEL SANTOS,Suezmax,2025,6,536.2,28.22,19,3454.0,369.08,0.1552,1.4528
RAUL MARTINS,Suezmax,2025,6,958.0,34.21,28,6141.5,512.89,0.156,1.8678
RENATO GOMES,Aframax,2025,6,0.5,0.5,1,4.0,1.0,0.125,0.5
RICARDO BARBOSA,Gaseiro 7k,2025,6,119.58,4.78,25,3391.0,410.2,0.0353,0.2915
RODRIGO PINHEIRO,Aframax,2025,6,436.94,14.09,31,4580.8,434.76,0.0954,1.005
ROMARIO SILVA,MR 2,2025,6,295.94,12.87,23,4235.0,313.58,0.0699,0.9437
THIAGO FERNANDES,MR 2,2025,6,179.73,8.17,22,2255.0,199.03,0.0797,0.903
TOTAL_FROTA,TODAS,2025,6,9462.06,18.2,520,84470.3,7811.4,0.112,1.2113
VICTOR OLIVEIRA,Suezmax,2025,6,935.5,35.98,26,5677.0,495.7,0.1648,1.8872
BRUNO LIMA,Gaseiro 7k,2025,7,141.16,5.43,26,4007.0,301.55,0.0352,0.4681
CARLA SILVA,Aframax,2025,7,72.0,4.8,15,875.0,58.64,0.0823,1.2278
DANIEL PEREIRA,Aframax,2025,7,579.0,17.03,34,4971.0,525.95,0.1165,1.1009
EDUARDO COSTA,MR 2,2025,7,360.69,13.36,27,3259.0,323.33,0.1107,1.1155
FELIPE RIBEIRO,Suezmax,2025,7,547.91,22.83,24,3868.0,420.45,0.1417,1.3032
FÁBIO SANTOS,Gaseiro 7k,2025,7,152.47,5.26,29,3582.0,305.91,0.0426,0.4984
GABRIELA MARTINS,Aframax,2025,7,329.2,17.33,19,2608.0,244.5,0.1262,1.3464
GISELLE CARVALHO,Suezmax,2025,7,1069.66,38.2,28,8940.0,664.25,0.1196,1.6103
HENRIQUE ALVES,Suezmax,2025,7,186.0,14.31,13,1230.0,169.05,0.1512,1.1003
LUCAS MENDONÇA,MR 2,2025,7,164.06,7.13,23,2493.0,243.3,0.0658,0.6743
MARCOS CAVALCANTI,Suezmax,2025,7,278.36,12.65,22,2172.0,205.9,0.1282,1.3519
MARIA VALENTINA,Gaseiro 7k,2025,7,162.82,4.4,37,4811.0,546.74,0.0338,0.2978
PAULO MOURA,Suezmax,2025,7,783.7,27.99,28,4679.8,456.98,0.1675,1.715
RAFAEL SANTOS,Suezmax,2025,7,1102.4,36.75,30,6834.0,585.37,0.1613,1.8833
RAUL MARTINS,Suezmax,2025,7,655.0,43.67,15,3486.0,291.16,0.1879,2.2496
RENATO GOMES,Aframax,2025,7,232.25,10.56,22,1795.0,159.44,0.1294,1.4567
RICARDO BARBOSA,Gaseiro 7k,2025,7,154.5,6.18,25,4451.0,456.72,0.0347,0.3383
RODRIGO PINHEIRO,Aframax,2025,7,597.61,21.34,28,6003.0,523.83,0.0996,1.1408
ROMARIO SILVA,MR 2,2025,7,220.79,9.2,24,2915.0,238.51,0.0757,0.9257
THIAGO FERNANDES,MR 2,2025,7,213.8,10.18,21,2763.0,232.74,0.0774,0.9186
