shipName,Classe,ano,mes,consumo_por_milha,consumo_por_hora,consumo_por_displacement,eficiencia_transporte,consumo_ton,distance,duration
CARLA SILVA,Aframax,2024,5,0.1675,1.2146,0.0803,7.9036,173.9,1499.0,136.6
DANIEL PEREIRA,Aframax,2024,5,0.1616,1.2668,0.1676,9.4934,670.8,6288.0,524.99
EDUARDO COSTA,MR 2,2024,5,0.2645,1.0556,0.2996,8.8779,359.69,3896.9,322.19
FELIPE RIBEIRO,Suezmax,2024,5,0.1566,1.3587,0.2983,6.7429,349.23,2609.0,273.32
FÁBIO SANTOS,Gaseiro 7k,2024,5,0.0377,0.3777,0.5583,44.3252,140.87,4842.0,400.92
GABRIELA MARTINS,Aframax,2024,5,0.206,1.6483,0.234,7.6464,904.5,7122.0,642.4
GISELLE CARVALHO,Suezmax,2024,5,0.2513,1.6098,0.1754,6.5222,652.34,3953.5,352.92
HENRIQUE ALVES,Suezmax,2024,5,0.1354,1.676,0.3511,8.1518,1104.0,8420.0,662.25
LUCAS MENDONÇA,MR 2,2024,5,0.1074,0.9158,0.1437,12.096,152.49,2185.0,159.78
MARCOS CAVALCANTI,Suezmax,2024,5,0.1877,1.7371,0.1976,6.0708,904.5,5883.0,521.6
MARIA VALENTINA,Gaseiro 7k,2024,5,0.0835,0.463,0.4998,21.4924,136.505,4185.0,330.18
PAULO MOURA,Suezmax,2024,5,0.1654,1.3555,0.3343,16.7887,569.5,4640.0,395.63
RAFAEL SANTOS,Suezmax,2024,5,0.1528,1.907,0.2944,6.87,1302.0,8266.0,653.3
RAUL MARTINS,Suezmax,2024,5,0.2273,1.9122,0.2141,5.5249,818.0,5235.4,429.46
RENATO GOMES,Aframax,2024,5,0.1007,1.1932,0.29,13.8627,570.2,6196.0,492.18
RICARDO BARBOSA,Gaseiro 7k,2024,5,0.0451,0.4407,0.5877,28.1903,154.7,4631.0,398.5
RODRIGO PINHEIRO,Aframax,2024,5,0.2095,1.2932,0.1419,7.9282,473.0015,3703.7,323.92
ROMARIO SILVA,MR 2,2024,5,0.0915,0.796,0.3637,12.9659,232.82,3019.6,236.86
THIAGO FERNANDES,MR 2,2024,5,0.1508,1.1017,0.3898,9.4808,307.48,3555.6,279.07
TOTAL_FROTA,TODAS,2024,5,0.1511,1.2298,0.3054,12.8849,11372.2265,101400.45,8512.11
VICTOR OLIVEIRA,Suezmax,2024,5,0.1499,1.7882,0.2219,6.9197,1286.0,8993.0,737.3
BRUNO LIMA,Gaseiro 7k,2024,6,0.0821,0.6569,0.8316,17.3893,158.08,2897.5,306.93
CARLA SILVA,Aframax,2024,6,0.1289,1.0405,0.0614,9.4406,156.6,1296.0,165.6
DANIEL PEREIRA,Aframax,2024,6,0.3337,2.1,0.2403,5.651,627.0,4182.0,393.87
EDUARDO COSTA,MR 2,2024,6,0.2966,1.1515,0.405,8.0114,385.72,3867.2,334.99
FELIPE RIBEIRO,Suezmax,2024,6,0.1493,1.8085,0.4332,22.9693,267.0,2274.0,163.97
FÁBIO SANTOS,Gaseiro 7k,2024,6,0.0379,0.4086,0.5314,41.6697,130.56,3802.0,323.43
GABRIELA MARTINS,Aframax,2024,6,0.1858,1.6075,0.209,7.574,348.5,2924.0,230.47
GISELLE CARVALHO,Suezmax,2024,6,0.1655,2.0927,0.3229,6.2841,1369.0,7989.0,620.75
HENRIQUE ALVES,Suezmax,2024,6,0.2968,1.245,0.0701,14.0369,324.0,2878.0,493.7
LUCAS MENDONÇA,MR 2,2024,6,0.1266,0.8873,0.3064,11.4887,344.0,4422.5,357.3
MARCOS CAVALCANTI,Suezmax,2024,6,0.1478,1.7379,0.319,6.9373,1072.5,7581.0,592.58
MARIA VALENTINA,Gaseiro 7k,2024,6,0.0561,0.4123,0.3819,22.5409,83.065,2531.0,207.15
PAULO MOURA,Suezmax,2024,6,0.1662,1.9476,0.2567,6.076,1349.0,8197.0,693.5
RAFAEL SANTOS,Suezmax,2024,6,0.1528,1.5439,0.2687,7.5781,756.5,4872.0,417.13
RAUL MARTINS,Suezmax,2024,6,0.1943,1.9994,0.3369,5.6186,877.36,5090.4,447.08
RENATO GOMES,Aframax,2024,6,0.1139,1.4062,0.2846,9.0186,730.0,6612.0,522.5
RICARDO BARBOSA,Gaseiro 7k,2024,6,0.0276,0.3085,0.6264,56.8182,147.2,4898.0,425.42
RODRIGO PINHEIRO,Aframax,2024,6,0.2738,1.7152,0.2251,6.0745,887.9,5968.5,551.6
ROMARIO SILVA,MR 2,2024,6,0.1458,0.825,0.3659,14.2792,296.14,4016.2,306.18
THIAGO FERNANDES,MR 2,2024,6,0.1449,1.1121,0.2164,8.6416,199.61,2212.0,182.84
TOTAL_FROTA,TODAS,2024,6,0.1617,1.3118,0.3305,14.0771,11305.135,94378.3,8218.06
VICTOR OLIVEIRA,Suezmax,2024,6,0.15,1.613,0.2421,8.7121,795.4,5868.0,481.07
BRUNO LIMA,Gaseiro 7k,2024,7,0.0447,0.4038,0.5822,31.9078,98.55,2489.0,238.75
CARLA SILVA,Aframax,2024,7,0.2051,0.9815,0.0746,6.7409,95.6,745.0,73.2
DANIEL PEREIRA,Aframax,2024,7,0.1372,1.6325,0.288,7.3591,1171.0,8614.0,717.75
EDUARDO COSTA,MR 2,2024,7,0.2335,0.782,0.1993,10.345,144.74,1865.6,155.33
FELIPE RIBEIRO,Suezmax,2024,7,0.4963,1.8567,0.4008,6.4269,896.26,5768.0,455.47
FÁBIO SANTOS,Gaseiro 7k,2024,7,0.0595,0.4561,0.6556,34.288,152.691,3761.3,322.2
GABRIELA MARTINS,Aframax,2024,7,0.1524,1.4401,0.2132,8.2157,842.0,7370.0,581.45
GISELLE CARVALHO,Suezmax,2024,7,0.1913,2.148,0.2942,5.3265,222.0,1114.0,96.17
HENRIQUE ALVES,Suezmax,2024,7,0.1699,1.8292,0.2977,8.2229,825.0,5733.0,454.96
LUCAS MENDONÇA,MR 2,2024,7,0.1528,0.9967,0.2481,9.4818,182.0,2174.0,175.7
MARCOS CAVALCANTI,Suezmax,2024,7,0.1867,1.8742,0.2127,5.816,1161.74,7252.0,607.6
MARIA VALENTINA,Gaseiro 7k,2024,7,0.047,0.4278,0.5843,25.4174,130.52,3837.0,315.15
PAULO MOURA,Suezmax,2024,7,0.3744,3.9333,0.3218,7.7147,685.3,4576.0,423.33
RAFAEL SANTOS,Suezmax,2024,7,0.153,1.779,0.2147,7.4297,1298.1,8341.0,667.02
RAUL MARTINS,Suezmax,2024,7,0.1881,2.0581,0.2585,5.3872,1355.5,7309.0,639.9
RENATO GOMES,Aframax,2024,7,0.1392,1.5049,0.2635,9.7131,496.0,4848.5,389.8
RICARDO BARBOSA,Gaseiro 7k,2024,7,0.0375,0.335,0.6112,30.4589,189.072,6406.5,552.61
RODRIGO PINHEIRO,Aframax,2024,7,0.3488,2.3739,0.2871,9.9846,265.02,2862.5,238.65
ROMARIO SILVA,MR 2,2024,7,0.1124,0.852,0.2667,11.2964,174.9,2390.04,196.9
THIAGO FERNANDES,MR 2,2024,7,0.1138,0.9647,0.3661,10.4787,328.4,3953.0,378.31
TOTAL_FROTA,TODAS,2024,7,0.1672,1.4271,0.3395,12.852,11812.393,98460.44,8249.0
VICTOR OLIVEIRA,Suezmax,2024,7,0.1523,1.8762,0.2273,6.8878,1098.0,7051.0,568.75
BRUNO LIMA,Gaseiro 7k,2024,8,0.0498,0.3908,0.5259,23.079,151.996,3557.7,357.82
CARLA SILVA,Aframax,2024,8,0.2099,1.4007,0.0446,6.0764,75.0,546.0,55.23
DANIEL PEREIRA,Aframax,2024,8,0.1165,1.2899,0.4282,9.5161,677.0,6739.0,567.29
EDUARDO COSTA,MR 2,2024,8,0.1547,0.7873,0.252,11.02,312.2,4119.0,359.16
FELIPE RIBEIRO,Suezmax,2024,8,0.2613,1.5949,0.2237,5.8441,1115.0,6583.0,698.5
FÁBIO SANTOS,Gaseiro 7k,2024,8,0.0472,0.439,0.6092,24.4562,153.677,3719.0,325.48
GABRIELA MARTINS,Aframax,2024,8,0.1519,1.0412,0.1025,21.0741,75.0,1050.0,83.05
GISELLE CARVALHO,Suezmax,2024,8,0.1498,1.6333,0.325,6.8189,272.38,1904.0,158.17
HENRIQUE ALVES,Suezmax,2024,8,0.1576,1.8594,0.2334,6.5207,1348.0,8540.0,709.97
LUCAS MENDONÇA,MR 2,2024,8,0.1534,0.8974,0.1651,9.8063,201.71,2696.6,223.4
MARCOS CAVALCANTI,Suezmax,2024,8,0.2449,1.8311,0.3283,5.5851,765.94,4973.0,427.68
MARIA VALENTINA,Gaseiro 7k,2024,8,0.0751,0.4236,0.6457,20.8036,169.9,4359.5,383.33
PAULO MOURA,Suezmax,2024,8,0.3817,3.8147,0.3847,4.8355,1125.83,5600.0,498.17
RAFAEL SANTOS,Suezmax,2024,8,0.144,1.6077,0.4093,7.3594,930.0,6906.0,583.33
RAUL MARTINS,Suezmax,2024,8,0.2731,1.1992,0.1843,5.5996,557.25,3355.0,487.1
RENATO GOMES,Aframax,2024,8,0.1145,1.3341,0.418,9.1771,646.0,5761.0,471.87
RICARDO BARBOSA,Gaseiro 7k,2024,8,0.0522,0.4299,0.8023,21.9159,176.282,4413.0,385.73
RODRIGO PINHEIRO,Aframax,2024,8,0.076,0.8439,0.3095,13.2562,126.03,1696.0,143.5
ROMARIO SILVA,MR 2,2024,8,0.0932,0.8894,0.2788,12.8156,298.97,4186.8,316.68
THIAGO FERNANDES,MR 2,2024,8,0.1425,1.0074,0.3111,10.853,391.94,4868.0,393.15
TOTAL_FROTA,TODAS,2024,8,0.1507,1.225,0.358,11.7073,10517.105,91673.6,8128.39
VICTOR OLIVEIRA,Suezmax,2024,8,0.1737,1.9254,0.2176,6.1566,947.0,6101.0,499.78
BRUNO LIMA,Gaseiro 7k,2024,9,0.0622,0.4984,0.6384,20.1375,156.28,3284.8,338.49
CARLA SILVA,Aframax,2024,9,0.1643,1.0427,0.0767,7.7432,120.8,1193.0,108.7
DANIEL PEREIRA,Aframax,2024,9,0.2839,1.5251,0.334,7.7609,763.5,6386.54,521.25
EDUARDO COSTA,MR 2,2024,9,0.2534,0.9842,0.4038,10.082,310.67,3816.0,301.07
FELIPE RIBEIRO,Suezmax,2024,9,2.6093,13.958,0.2351,4.3395,343.01,356.5,35.77
FÁBIO SANTOS,Gaseiro 7k,2024,9,0.1023,0.9266,0.7417,24.3509,123.2,2939.0,248.15
GABRIELA MARTINS,Aframax,2024,9,0.1185,1.284,0.2537,8.9058,617.0,5414.0,442.1
GISELLE CARVALHO,Suezmax,2024,9,0.1684,2.0106,0.5466,6.5397,1379.5,8053.0,659.25
HENRIQUE ALVES,Suezmax,2024,9,0.1548,1.7907,0.4079,6.921,1055.0,7725.0,586.8
LUCAS MENDONÇA,MR 2,2024,9,0.11,0.9145,0.2245,12.8309,247.42,3608.7,274.07
MARCOS CAVALCANTI,Suezmax,2024,9,0.1727,1.9477,0.2375,6.2237,1236.762,7775.0,641.03
MARIA VALENTINA,Gaseiro 7k,2024,9,0.0644,0.4377,0.5694,23.2572,99.75,2848.0,232.66
PAULO MOURA,Suezmax,2024,9,0.1871,2.32,0.3263,5.4,893.4,4783.0,385.0
RAFAEL SANTOS,Suezmax,2024,9,0.2313,3.1798,0.3393,7.1065,499.6,3481.0,261.92
RAUL MARTINS,Suezmax,2024,9,0.1902,1.8432,0.205,5.9714,1081.72,6227.2,544.19
RENATO GOMES,Aframax,2024,9,0.1202,1.2862,0.2273,8.7207,459.0,3810.0,363.5
RICARDO BARBOSA,Gaseiro 7k,2024,9,0.037,0.3559,0.3499,29.9666,58.78,1741.5,163.07
RODRIGO PINHEIRO,Aframax,2024,9,0.1076,1.0033,0.2537,10.6406,599.3,6833.7,536.75
ROMARIO SILVA,MR 2,2024,9,0.1042,0.75,0.2452,14.4732,200.41,2776.0,215.9
THIAGO FERNANDES,MR 2,2024,9,0.1293,1.0689,0.4357,10.0446,244.92,2790.0,216.59
TOTAL_FROTA,TODAS,2024,9,0.2098,1.6626,0.3543,11.2598,11483.022,92561.94,7612.18
VICTOR OLIVEIRA,Suezmax,2024,9,0.1941,1.9874,0.3037,6.207,993.0,6720.0,535.92
BRUNO LIMA,Gaseiro 7k,2024,10,0.0925,0.605,0.5733,19.6838,182.499,4155.5,392.09
CARLA SILVA,Aframax,2024,10,0.191,1.2222,0.0613,6.1552,85.1,715.0,64.4
DANIEL PEREIRA,Aframax,2024,10,0.1085,1.3262,0.3991,9.5711,733.0,6731.0,541.66
EDUARDO COSTA,MR 2,2024,10,0.2321,1.0083,0.3189,8.23,293.71,3151.4,262.25
FELIPE RIBEIRO,Suezmax,2024,10,0.1523,1.9107,0.2444,6.6494,1387.65,9200.0,725.4
FÁBIO SANTOS,Gaseiro 7k,2024,10,0.0625,0.622,0.5165,52.9868,171.08,5303.5,445.5
GABRIELA MARTINS,Aframax,2024,10,0.1381,1.1653,0.1563,9.0411,158.0,1378.0,112.87
GISELLE CARVALHO,Suezmax,2024,10,0.1858,2.1003,0.3462,5.8168,1218.55,6877.0,569.0
HENRIQUE ALVES,Suezmax,2024,10,0.2201,2.5716,0.3745,6.7218,1080.0,7415.0,596.72
LUCAS MENDONÇA,MR 2,2024,10,0.0848,0.9784,0.4231,13.0521,444.57,6235.0,448.1
MARCOS CAVALCANTI,Suezmax,2024,10,0.1496,1.6771,0.3379,7.1387,1086.917,7261.0,567.06
MARIA VALENTINA,Gaseiro 7k,2024,10,0.0572,0.3492,0.5071,27.6391,75.74,2515.0,203.09
PAULO MOURA,Suezmax,2024,10,0.2865,1.6433,0.2036,5.6751,731.5,4313.5,434.2
RAFAEL SANTOS,Suezmax,2024,10,0.1489,1.7233,0.3377,7.7139,1024.5,7334.0,568.68
RAUL MARTINS,Suezmax,2024,10,0.1926,1.6631,0.2708,6.9523,846.0,5857.0,487.24
RENATO GOMES,Aframax,2024,10,0.1241,1.5046,0.2982,8.6324,865.0,7451.0,626.0
RICARDO BARBOSA,Gaseiro 7k,2024,10,0.0473,0.4135,0.394,23.7261,44.57,1384.0,109.67
RODRIGO PINHEIRO,Aframax,2024,10,0.1175,1.4042,0.2086,9.0994,743.6,6779.0,531.09
ROMARIO SILVA,MR 2,2024,10,0.0986,0.8948,0.3439,13.0687,354.52,4748.0,353.23
THIAGO FERNANDES,MR 2,2024,10,0.1448,1.0461,0.2967,9.0038,365.96,3788.0,358.23
TOTAL_FROTA,TODAS,2024,10,0.1426,1.3369,0.3422,13.2246,12469.466,106511.9,8709.48
VICTOR OLIVEIRA,Suezmax,2024,10,0.1485,1.8442,0.2517,6.7905,577.0,3920.0,313.0
BRUNO LIMA,Gaseiro 7k,2024,11,0.0645,0.4391,0.4519,25.4684,141.1,3785.5,335.18
CARLA SILVA,Aframax,2024,11,0.1549,1.1345,0.0401,10.338,35.9,255.0,28.5
DANIEL PEREIRA,Aframax,2024,11,0.1953,1.3505,0.2141,8.4009,436.5,3270.0,277.36
EDUARDO COSTA,MR 2,2024,11,0.2177,0.9783,0.4191,11.9539,282.5,3740.6,293.35
FELIPE RIBEIRO,Suezmax,2024,11,0.2141,1.6007,0.2972,6.737,691.62,5750.6,425.7
FÁBIO SANTOS,Gaseiro 7k,2024,11,0.0378,0.3743,0.3641,33.3299,131.293,4225.0,330.1
GABRIELA MARTINS,Aframax,2024,11,0.1404,1.6736,0.302,7.1913,1205.0,8605.0,720.0
GISELLE CARVALHO,Suezmax,2024,11,0.3002,2.1898,0.2284,9.1777,623.09,3961.0,337.19
HENRIQUE ALVES,Suezmax,2024,11,0.1604,1.7474,0.2297,6.5384,1096.0,7285.0,628.67
LUCAS MENDONÇA,MR 2,2024,11,0.0806,0.8078,0.3186,15.6546,166.7,2418.0,186.2
MARCOS CAVALCANTI,Suezmax,2024,11,0.1544,1.6875,0.3001,7.1082,986.42,7021.0,549.98
MARIA VALENTINA,Gaseiro 7k,2024,11,0.0525,0.4198,0.5461,22.819,118.68,3033.0,238.84
PAULO MOURA,Suezmax,2024,11,0.2753,1.617,0.2384,6.1521,913.0,6050.0,626.8
RAFAEL SANTOS,Suezmax,2024,11,0.1624,1.966,0.2584,8.3798,989.2,5964.0,497.0
RAUL MARTINS,Suezmax,2024,11,0.1753,1.7186,0.1783,6.1289,720.0,4458.0,411.1
RENATO GOMES,Aframax,2024,11,0.0944,1.1825,0.4141,11.432,668.0,7280.0,572.2
RICARDO BARBOSA,Gaseiro 7k,2024,11,0.05,0.352,0.4687,27.6442,79.155,2745.0,228.01
RODRIGO PINHEIRO,Aframax,2024,11,0.1031,1.0697,0.2413,15.9475,377.92,3020.4,254.7
ROMARIO SILVA,MR 2,2024,11,0.0877,0.7924,0.3365,14.0394,269.5,3949.0,293.71
THIAGO FERNANDES,MR 2,2024,11,0.0874,0.6292,0.208,16.051,215.2,3273.0,328.91
TOTAL_FROTA,TODAS,2024,11,0.1415,1.1974,0.3091,13.847,10833.778,95006.1,8007.6
VICTOR OLIVEIRA,Suezmax,2024,11,0.1571,1.5598,0.1879,7.0852,687.0,4917.0,444.1
BRUNO LIMA,Gaseiro 7k,2024,12,0.1575,0.7405,0.5733,21.8105,138.03,3628.6,300.16
CARLA SILVA,Aframax,2024,12,0.0938,0.6906,0.0791,16.144,105.75,1173.0,112.82
DANIEL PEREIRA,Aframax,2024,12,0.1489,1.5255,0.3116,7.5114,1034.0,7087.0,625.52
EDUARDO COSTA,MR 2,2024,12,0.1205,0.8717,0.2636,14.9491,331.65,4058.3,402.57
FELIPE RIBEIRO,Suezmax,2024,12,0.175,1.8323,0.3353,6.7263,884.92,6415.0,476.1
FÁBIO SANTOS,Gaseiro 7k,2024,12,0.0365,0.4104,0.5827,29.3899,166.65,5031.0,395.66
GABRIELA MARTINS,Aframax,2024,12,0.1,1.1976,0.3862,10.7967,750.0,7573.0,585.83
GISELLE CARVALHO,Suezmax,2024,12,0.1932,2.0118,0.2177,5.303,985.75,5034.0,451.5
HENRIQUE ALVES,Suezmax,2024,12,0.1402,1.6149,0.42,7.6823,889.0,6908.0,555.05
LUCAS MENDONÇA,MR 2,2024,12,0.1011,0.9619,0.3603,12.3005,366.5,4684.0,356.6
MARCOS CAVALCANTI,Suezmax,2024,12,0.2815,1.6265,0.2059,5.8733,538.42,3725.0,296.37
MARIA VALENTINA,Gaseiro 7k,2024,12,0.052,0.4082,0.5494,26.8389,131.19,3921.0,310.16
PAULO MOURA,Suezmax,2024,12,0.2133,1.3685,0.1591,5.7576,594.3097,3301.1,420.18
RAFAEL SANTOS,Suezmax,2024,12,0.1807,1.9457,0.3461,6.8759,998.4,7003.0,558.7
RAUL MARTINS,Suezmax,2024,12,0.1724,1.8393,0.3636,7.4567,673.0,4832.6,369.28
RENATO GOMES,Aframax,2024,12,0.1021,1.2319,0.1875,11.3209,465.8,5135.0,409.25
RICARDO BARBOSA,Gaseiro 7k,2024,12,0.0656,0.5341,0.3731,25.4391,78.6,2446.0,211.58
RODRIGO PINHEIRO,Aframax,2024,12,0.105,1.2109,0.3426,12.8644,675.21,6022.0,514.74
ROMARIO SILVA,MR 2,2024,12,0.128,0.9945,0.4432,10.977,312.0,4245.6,315.26
THIAGO FERNANDES,MR 2,2024,12,0.1677,0.8446,0.3179,11.3101,286.4,4128.0,340.42
TOTAL_FROTA,TODAS,2024,12,0.138,1.222,0.3435,13.0296,11205.8797,102164.2,8462.95
VICTOR OLIVEIRA,Suezmax,2024,12,0.1989,2.0534,0.1853,7.9549,800.3,5813.0,455.2
BRUNO LIMA,Gaseiro 7k,2025,1,0.1014,0.686,0.633,20.6117,129.1,3124.2,239.87
CARLA SILVA,Aframax,2025,1,0.1243,0.9306,0.1921,9.6743,296.5,2664.0,261.17
DANIEL PEREIRA,Aframax,2025,1,0.1557,1.4116,0.2789,8.5024,706.4,6647.0,500.85
EDUARDO COSTA,MR 2,2025,1,0.186,0.9599,0.262,9.3853,201.61,2269.0,224.35
FELIPE RIBEIRO,Suezmax,2025,1,0.1831,1.8819,0.2168,12.0018,1231.0,8195.0,689.43
FÁBIO SANTOS,Gaseiro 7k,2025,1,0.0406,0.4003,0.5641,37.8836,146.439,4227.8,339.76
GABRIELA MARTINS,Aframax,2025,1,0.1435,1.4733,0.1928,10.7363,239.96,2396.0,186.96
GISELLE CARVALHO,Suezmax,2025,1,0.1809,1.677,0.187,5.8473,892.35,5166.0,480.43
HENRIQUE ALVES,Suezmax,2025,1,0.1556,1.3214,0.2779,7.3392,587.0,4398.0,460.1
LUCAS MENDONÇA,MR 2,2025,1,0.0928,0.8965,0.298,13.8244,288.45,4150.5,311.1
MARCOS CAVALCANTI,Suezmax,2025,1,0.1599,1.8992,0.2426,6.4302,880.48,5609.0,450.03
MARIA VALENTINA,Gaseiro 7k,2025,1,0.0652,0.4413,0.5025,21.0078,123.745,3519.4,285.01
PAULO MOURA,Suezmax,2025,1,0.2029,1.7716,0.1936,7.6336,995.351,6092.5,613.98
RAFAEL SANTOS,Suezmax,2025,1,0.1501,1.5532,0.3579,7.6791,663.0,5180.0,419.13
RAUL MARTINS,Suezmax,2025,1,0.3097,3.4809,0.2022,6.7147,726.0,4154.0,352.93
RENATO GOMES,Aframax,2025,1,0.3564,0.6089,0.0275,14.9015,24.6,226.5,58.45
RICARDO BARBOSA,Gaseiro 7k,2025,1,0.0572,0.4803,0.4544,28.7964,90.7,2828.0,232.63
RODRIGO PINHEIRO,Aframax,2025,1,0.0924,1.118,0.3299,12.9364,356.14,4240.0,315.9
ROMARIO SILVA,MR 2,2025,1,0.1391,0.8186,0.3849,14.6977,218.97,3192.0,229.88
THIAGO FERNANDES,MR 2,2025,1,0.1831,1.1307,0.2599,10.7022,300.7,3951.0,303.81
TOTAL_FROTA,TODAS,2025,1,0.1482,1.2748,0.3059,13.2696,9856.495,88069.9,7437.97
VICTOR OLIVEIRA,Suezmax,2025,1,0.1327,1.4495,0.238,9.5964,758.0,5840.0,482.2
BRUNO LIMA,Gaseiro 7k,2025,2,0.1059,0.6688,0.9226,21.956,220.545,5462.3,452.71
CARLA SILVA,Aframax,2025,2,0.1274,0.9738,0.1534,8.7329,320.7,2521.0,315.72
DANIEL PEREIRA,Aframax,2025,2,0.171,1.744,0.2729,7.2026,820.0,5903.0,495.16
EDUARDO COSTA,MR 2,2025,2,0.1496,0.74,0.2474,10.0643,178.74,2194.0,227.0
FELIPE RIBEIRO,Suezmax,2025,2,0.1578,1.6689,0.3021,7.9963,693.5,5572.0,419.6
FÁBIO SANTOS,Gaseiro 7k,2025,2,0.0389,0.3718,0.5378,29.444,87.38,2525.0,206.65
GABRIELA MARTINS,Aframax,2025,2,0.1303,1.6103,0.2765,7.7278,1102.0,8473.5,684.0
GISELLE CARVALHO,Suezmax,2025,2,0.2003,1.5491,0.3852,6.0003,379.5,2446.0,218.37
HENRIQUE ALVES,Suezmax,2025,2,0.214,1.2081,0.1679,7.5652,501.8,3518.0,364.57
LUCAS MENDONÇA,MR 2,2025,2,0.1129,1.0017,0.3601,10.2797,273.4,3158.0,255.63
MARCOS CAVALCANTI,Suezmax,2025,2,0.2091,1.902,0.1903,5.9758,889.0,5809.0,499.02
MARIA VALENTINA,Gaseiro 7k,2025,2,0.0837,0.4614,0.6316,19.3428,123.865,3385.0,273.5
PAULO MOURA,Suezmax,2025,2,0.2402,1.863,0.2263,6.7392,737.0,4445.5,447.28
RAFAEL SANTOS,Suezmax,2025,2,0.164,1.8666,0.2526,6.1843,1112.5,6705.0,576.5
RAUL MARTINS,Suezmax,2025,2,0.209,2.0867,0.1548,7.1635,784.0,5568.0,521.51
RENATO GOMES,Aframax,2025,2,0.1303,1.3599,0.2333,8.5339,767.3,6624.0,555.97
RICARDO BARBOSA,Gaseiro 7k,2025,2,0.0708,0.5353,0.4724,26.0987,106.819,3402.0,289.67
RODRIGO PINHEIRO,Aframax,2025,2,0.1279,1.3841,0.2133,10.329,774.71,8355.0,631.0
ROMARIO SILVA,MR 2,2025,2,0.0878,0.8167,0.2801,13.5114,284.9,3825.0,308.2
THIAGO FERNANDES,MR 2,2025,2,0.2397,0.8638,0.2263,11.2582,258.81,3511.0,292.21
TOTAL_FROTA,TODAS,2025,2,0.1491,1.2603,0.3167,11.3514,11121.969,98688.3,8511.21
VICTOR OLIVEIRA,Suezmax,2025,2,0.1359,1.4564,0.2545,7.8273,705.5,5286.0,476.94
BRUNO LIMA,Gaseiro 7k,2025,3,0.0775,0.4128,0.4445,23.9944,109.68,3232.9,256.92
CARLA SILVA,Aframax,2025,3,0.1013,0.7978,0.0614,11.0871,83.0,815.0,78.68
DANIEL PEREIRA,Aframax,2025,3,0.1605,1.4783,0.2312,8.1765,650.5,5458.0,418.35
EDUARDO COSTA,MR 2,2025,3,0.1317,0.9172,0.4588,9.7354,358.59,3993.0,336.51
FELIPE RIBEIRO,Suezmax,2025,3,0.1519,1.6032,0.2579,7.5352,823.2,6468.0,508.17
FÁBIO SANTOS,Gaseiro 7k,2025,3,0.0479,0.4277,0.6487,34.8581,131.445,3258.0,279.49
GABRIELA MARTINS,Aframax,2025,3,0.2655,1.4135,0.2465,6.5609,626.57,4922.0,487.32
GISELLE CARVALHO,Suezmax,2025,3,0.1502,1.3128,0.2065,8.6275,262.35,2552.0,190.09
HENRIQUE ALVES,Suezmax,2025,3,0.1415,1.46,0.1881,8.4622,897.3,6442.0,571.45
LUCAS MENDONÇA,MR 2,2025,3,0.0814,1.01,0.3088,13.8759,101.56,1566.0,110.9
MARCOS CAVALCANTI,Suezmax,2025,3,0.189,1.8615,0.3712,7.5015,1204.8,8061.0,659.7
MARIA VALENTINA,Gaseiro 7k,2025,3,0.062,0.447,0.5917,21.5965,102.1,2770.0,215.43
PAULO MOURA,Suezmax,2025,3,0.2601,1.8249,0.1668,4.5052,476.0,2647.0,245.8
RAFAEL SANTOS,Suezmax,2025,3,0.1829,1.9874,0.2579,7.3105,833.2,5844.0,433.67
RAUL MARTINS,Suezmax,2025,3,0.2146,1.9256,0.4003,7.3619,600.0,4657.0,391.95
RENATO GOMES,Aframax,2025,3,0.1047,0.7566,0.0596,13.8387,73.21,718.0,153.26
RICARDO BARBOSA,Gaseiro 7k,2025,3,0.0678,0.3893,0.4241,22.9781,92.66,2939.0,253.39
RODRIGO PINHEIRO,Aframax,2025,3,0.1846,1.3467,0.1889,9.005,427.4,4498.0,354.15
ROMARIO SILVA,MR 2,2025,3,0.1119,0.7423,0.2567,14.9735,183.7,2906.1,221.07
THIAGO FERNANDES,MR 2,2025,3,0.1095,0.8968,0.2957,10.6921,252.3,3125.0,281.54
TOTAL_FROTA,TODAS,2025,3,0.146,1.1799,0.2972,12.2057,8684.065,80064.0,6810.03
VICTOR OLIVEIRA,Suezmax,2025,3,0.1721,1.1536,0.102,8.3409,394.5,3192.0,362.19
BRUNO LIMA,Gaseiro 7k,2025,4,0.0685,0.5814,0.4907,27.5493,117.65,3299.8,243.34
CARLA SILVA,Aframax,2025,4,0.0862,0.5674,0.0099,11.75,4.0,47.0,7.27
DANIEL PEREIRA,Aframax,2025,4,0.1853,1.6757,0.2559,7.3802,511.0,3678.0,326.86
EDUARDO COSTA,MR 2,2025,4,0.3402,1.1423,0.4365,6.7232,205.08,2072.0,181.9
FELIPE RIBEIRO,Suezmax,2025,4,0.1595,1.6832,0.1988,6.7957,797.8,5893.0,464.2
FÁBIO SANTOS,Gaseiro 7k,2025,4,0.0512,0.4732,0.4312,22.6286,119.359,2756.0,245.37
GABRIELA MARTINS,Aframax,2025,4,0.1215,1.4943,0.2537,8.874,927.71,7855.0,593.0
GISELLE CARVALHO,Suezmax,2025,4,0.1181,1.5465,0.466,9.531,1011.8,8722.0,636.9
HENRIQUE ALVES,Suezmax,2025,4,0.1568,1.6091,0.2825,8.8525,854.0,7140.0,592.13
