"SESSION_ID","CONSUMED_QUANTITY","DESCRIPTION"
45200003277,,LSHFO 0.5
45200003277,,LSMGO 0.5
45200003281,,ULSMGO 0.1
45200003281,1.7000,LSHFO 0.5
45200003281,0.0000,LSMGO 0.5
45200003285,,ULSMGO 0.1
45200003285,,LSHFO 0.5
45200003285,,LSMGO 0.5
45200003289,,ULSMGO 0.1
45200003289,3.6600,LSHFO 0.5
45200003289,,LSMGO 0.5
45200003293,,ULSMGO 0.1
45200003293,18.0000,LSHFO 0.5
45200003293,,LSMGO 0.5
45200003295,,ULSMGO 0.1
45200003295,2.2500,LSHFO 0.5
45200003295,,LSMGO 0.5
45200003299,,ULSMGO 0.1
45200003299,12.7500,LSHFO 0.5
45200003299,,LSMGO 0.5
45200003303,,ULSMGO 0.1
45200003303,,LSHFO 0.5
45200003303,,LSMGO 0.5
45200003307,,ULSMGO 0.1
45200003307,1.5000,LSHFO 0.5
45200003307,,LSMGO 0.5
45200003311,,ULSMGO 0.1
45200003311,10.1300,LSHFO 0.5
45200003311,,LSMGO 0.5
45200003313,,ULSMGO 0.1
45200003313,18.0000,LSHFO 0.5
45200003313,,LSMGO 0.5
45200003321,0.0000,ULSMGO 0.1
45200003321,4.3100,LSHFO 0.5
45200003321,0.0000,LSMGO 0.5
45200003325,,ULSMGO 0.1
45200003325,,LSHFO 0.5
45200003325,,LSMGO 0.5
45200003329,,ULSMGO 0.1
45200003329,2.8100,LSHFO 0.5
45200003329,,LSMGO 0.5
45200003333,,ULSMGO 0.1
45200003333,,LSHFO 0.5
45200003333,,LSMGO 0.5
45200003337,,ULSMGO 0.1
45200003337,3.1900,LSHFO 0.5
45200003337,,LSMGO 0.5
45200003341,,ULSMGO 0.1
45200003341,,LSHFO 0.5
45200003341,,LSMGO 0.5
45200003343,,ULSMGO 0.1
45200003343,,LSHFO 0.5
45200003343,,LSMGO 0.5
45200003345,,ULSMGO 0.1
45200003345,,LSHFO 0.5
45200003345,,LSMGO 0.5
45200003347,,ULSMGO 0.1
45200003347,,LSHFO 0.5
45200003347,,LSMGO 0.5
45200003349,,ULSMGO 0.1
45200003349,,LSHFO 0.5
45200003349,,LSMGO 0.5
45200003351,,ULSMGO 0.1
45200003351,,LSHFO 0.5
45200003351,,LSMGO 0.5
45200003355,,ULSMGO 0.1
45200003355,1.9700,LSHFO 0.5
45200003355,,LSMGO 0.5
45200003359,,ULSMGO 0.1
45200003359,,LSHFO 0.5
45200003359,,LSMGO 0.5
45200003363,,ULSMGO 0.1
45200003363,7.0300,LSHFO 0.5
45200003363,,LSMGO 0.5
45200003367,,ULSMGO 0.1
45200003367,24.7500,LSHFO 0.5
45200003367,,LSMGO 0.5
45200003371,,ULSMGO 0.1
45200003371,7.8800,LSHFO 0.5
45200003371,,LSMGO 0.5
45200003375,,ULSMGO 0.1
45200003375,,LSHFO 0.5
45200003375,,LSMGO 0.5
45200003379,,ULSMGO 0.1
45200003379,0.4700,LSHFO 0.5
45200003379,,LSMGO 0.5
45200003383,,ULSMGO 0.1
45200003383,,LSHFO 0.5
45200003383,,LSMGO 0.5
45200003387,,ULSMGO 0.1
45200003387,0.0900,LSHFO 0.5
45200003387,,LSMGO 0.5
45200003391,,ULSMGO 0.1
45200003391,3.9400,LSHFO 0.5
45200003391,,LSMGO 0.5
45200003399,,ULSMGO 0.1
45200003399,,LSHFO 0.5
45200003399,,LSMGO 0.5
45200003401,,ULSMGO 0.1
45200003401,,LSHFO 0.5
45200003401,,LSMGO 0.5
45200003405,,ULSMGO 0.1
45200003405,1.5000,LSHFO 0.5
45200003405,,LSMGO 0.5
45200003409,,ULSMGO 0.1
45200003409,,LSHFO 0.5
45200003409,,LSMGO 0.5
45200003413,,ULSMGO 0.1
45200003413,1.8800,LSHFO 0.5
45200003413,,LSMGO 0.5
45200003417,,ULSMGO 0.1
45200003417,3.3800,LSHFO 0.5
45200003417,,LSMGO 0.5
45200003419,,ULSMGO 0.1
45200003419,27.0000,LSHFO 0.5
45200003419,,LSMGO 0.5
45200003421,,ULSMGO 0.1
45200003421,27.0000,LSHFO 0.5
45200003421,,LSMGO 0.5
45200003423,,ULSMGO 0.1
45200003423,27.0000,LSHFO 0.5
45200003423,,LSMGO 0.5
45200003425,,ULSMGO 0.1
45200003425,2.2500,LSHFO 0.5
45200003425,,LSMGO 0.5
45200003431,,ULSMGO 0.1
45200003431,3.1000,LSHFO 0.5
45200003431,,LSMGO 0.5
45200003435,,ULSMGO 0.1
45200003435,,LSHFO 0.5
45200003435,,LSMGO 0.5
45200003439,,ULSMGO 0.1
45200003439,1.4000,LSHFO 0.5
45200003439,,LSMGO 0.5
45200003443,,ULSMGO 0.1
45200003443,22.9000,LSHFO 0.5
45200003443,,LSMGO 0.5
45200003445,,ULSMGO 0.1
45200003445,26.0000,LSHFO 0.5
45200003445,,LSMGO 0.5
45200003447,,ULSMGO 0.1
45200003447,2.6000,LSHFO 0.5
45200003447,,LSMGO 0.5
45200003453,,ULSMGO 0.1
45200003453,4.0000,LSHFO 0.5
45200003453,,LSMGO 0.5
45200003457,,ULSMGO 0.1
45200003457,,LSHFO 0.5
45200003457,,LSMGO 0.5
45200003459,,ULSMGO 0.1
45200003459,,LSHFO 0.5
45200003459,,LSMGO 0.5
45200003461,,ULSMGO 0.1
45200003461,,LSHFO 0.5
45200003461,,LSMGO 0.5
45200003465,,ULSMGO 0.1
45200003465,2.0000,LSHFO 0.5
45200003465,,LSMGO 0.5
45200003469,0.0000,ULSMGO 0.1
45200003469,0.0000,LSHFO 0.5
45200003469,0.0000,LSMGO 0.5
45200003473,,ULSMGO 0.1
45200003473,6.5000,LSHFO 0.5
45200003473,,LSMGO 0.5
45200003477,,ULSMGO 0.1
45200003477,10.4000,LSHFO 0.5
45200003477,,LSMGO 0.5
45200003479,,ULSMGO 0.1
45200003479,26.0000,LSHFO 0.5
45200003479,,LSMGO 0.5
45200003481,,ULSMGO 0.1
45200003481,6.3000,LSHFO 0.5
45200003481,,LSMGO 0.5
45200003487,0.0000,ULSMGO 0.1
45200003487,2.1000,LSHFO 0.5
45200003487,0.0000,LSMGO 0.5
45200003491,0.0000,ULSMGO 0.1
45200003491,0.0000,LSHFO 0.5
45200003491,0.0000,LSMGO 0.5
45200003493,0.0000,ULSMGO 0.1
45200003493,0.0000,LSHFO 0.5
45200003493,0.0000,LSMGO 0.5
45200003497,0.0000,ULSMGO 0.1
45200003497,1.1000,LSHFO 0.5
45200003497,0.0000,LSMGO 0.5
45200003501,0.0000,ULSMGO 0.1
45200003501,0.0000,LSHFO 0.5
45200003501,0.0000,LSMGO 0.5
45200003505,,ULSMGO 0.1
45200003505,2.0000,LSHFO 0.5
45200003505,,LSMGO 0.5
45200003509,,ULSMGO 0.1
45200003509,15.1000,LSHFO 0.5
45200003509,,LSMGO 0.5
45200003511,,ULSMGO 0.1
45200003511,27.0000,LSHFO 0.5
45200003511,,LSMGO 0.5
45200003513,,ULSMGO 0.1
45200003513,26.0000,LSHFO 0.5
45200003513,,LSMGO 0.5
45200003515,,ULSMGO 0.1
45200003515,26.0000,LSHFO 0.5
45200003515,,LSMGO 0.5
45200003517,,ULSMGO 0.1
45200003517,25.0000,LSHFO 0.5
45200003517,,LSMGO 0.5
45200003519,,ULSMGO 0.1
45200003519,26.0000,LSHFO 0.5
45200003519,,LSMGO 0.5
45200003521,,ULSMGO 0.1
45200003521,2.1000,LSHFO 0.5
45200003521,,LSMGO 0.5
45200003523,,ULSMGO 0.1
45200003523,2.1000,LSHFO 0.5
45200003523,,LSMGO 0.5
45200003529,,ULSMGO 0.1
45200003529,1.0000,LSHFO 0.5
45200003529,,LSMGO 0.5
45200003533,0.0000,ULSMGO 0.1
45200003533,0.0000,LSHFO 0.5
45200003533,0.0000,LSMGO 0.5
45200003535,0.0000,ULSMGO 0.1
45200003535,0.0000,LSHFO 0.5
45200003535,0.0000,LSMGO 0.5
45200003540,,ULSMGO 0.1
45200003540,,LSHFO 0.5
45200003540,,LSMGO 0.5
45200003544,,ULSMGO 0.1
45200003544,1.6000,LSHFO 0.5
45200003544,,LSMGO 0.5
45200003553,,ULSMGO 0.1
45200003553,18.0000,LSHFO 0.5
45200003553,,LSMGO 0.5
45200003555,0.0000,ULSMGO 0.1
45200003555,10.4000,LSHFO 0.5
45200003555,0.0000,LSMGO 0.5
45200003567,0.0000,ULSMGO 0.1
45200003567,1.0000,LSHFO 0.5
45200003567,0.0000,LSMGO 0.5
45200003571,,ULSMGO 0.1
45200003571,,LSHFO 0.5
45200003571,,LSMGO 0.5
45200003573,,ULSMGO 0.1
45200003573,,LSHFO 0.5
45200003573,,LSMGO 0.5
45200003575,,ULSMGO 0.1
45200003575,,LSHFO 0.5
45200003575,,LSMGO 0.5
45200003579,0.0000,ULSMGO 0.1
45200003579,2.7000,LSHFO 0.5
45200003579,0.0000,LSMGO 0.5
45200003581,,ULSMGO 0.1
45200003581,25.0000,LSHFO 0.5
45200003581,,LSMGO 0.5
45200003583,,ULSMGO 0.1
45200003583,21.0000,LSHFO 0.5
45200003583,,LSMGO 0.5
45200003587,,ULSMGO 0.1
45200003587,,LSHFO 0.5
45200003587,,LSMGO 0.5
45200003594,,ULSMGO 0.1
45200003594,8.5000,LSHFO 0.5
45200003594,,LSMGO 0.5
45200003598,,ULSMGO 0.1
45200003598,,LSHFO 0.5
45200003598,,LSMGO 0.5
45200003602,,ULSMGO 0.1
45200003602,2.4000,LSHFO 0.5
45200003602,,LSMGO 0.5
45200003606,,ULSMGO 0.1
45200003606,,LSHFO 0.5
45200003606,,LSMGO 0.5
45200003610,,ULSMGO 0.1
45200003610,2.1000,LSHFO 0.5
45200003610,,LSMGO 0.5
45200003614,,ULSMGO 0.1
45200003614,27.0000,LSHFO 0.5
45200003614,,LSMGO 0.5
45200003616,,ULSMGO 0.1
45200003616,27.0000,LSHFO 0.5
45200003616,,LSMGO 0.5
45200003618,0.0000,ULSMGO 0.1
45200003618,27.0000,LSHFO 0.5
45200003618,0.0000,LSMGO 0.5
45200003620,0.0000,ULSMGO 0.1
45200003620,25.0000,LSHFO 0.5
45200003620,0.0000,LSMGO 0.5
45200003622,0.0000,ULSMGO 0.1
45200003622,25.0000,LSHFO 0.5
45200003622,0.0000,LSMGO 0.5
45200003626,,ULSMGO 0.1
45200003626,,LSHFO 0.5
45200003626,,LSMGO 0.5
45200003630,0.0000,ULSMGO 0.1
45200003630,8.3000,LSHFO 0.5
45200003630,0.0000,LSMGO 0.5
45200003632,0.0000,ULSMGO 0.1
45200003632,25.0000,LSHFO 0.5
45200003632,0.0000,LSMGO 0.5
45200003634,0.0000,ULSMGO 0.1
45200003634,25.0000,LSHFO 0.5
45200003634,0.0000,LSMGO 0.5
45200003636,,ULSMGO 0.1
45200003636,8.3000,LSHFO 0.5
45200003636,,LSMGO 0.5
45200003644,,ULSMGO 0.1
45200003644,5.2000,LSHFO 0.5
45200003644,,LSMGO 0.5
45200003648,0.0000,ULSMGO 0.1
45200003648,0.0000,LSHFO 0.5
45200003648,0.0000,LSMGO 0.5
45200003650,0.0000,ULSMGO 0.1
45200003650,0.0000,LSHFO 0.5
45200003650,0.0000,LSMGO 0.5
45200003654,,ULSMGO 0.1
45200003654,1.6000,LSHFO 0.5
45200003654,,LSMGO 0.5
45200003658,0.0000,ULSMGO 0.1
45200003658,0.0000,LSHFO 0.5
45200003658,0.0000,LSMGO 0.5
45200003662,,ULSMGO 0.1
45200003662,,LSHFO 0.5
45200003662,,LSMGO 0.5
45200003666,0.0000,ULSMGO 0.1
45200003666,0.0000,LSHFO 0.5
45200003666,0.0000,LSMGO 0.5
45200003669,0.0000,ULSMGO 0.1
45200003669,0.0000,LSHFO 0.5
45200003669,0.0000,LSMGO 0.5
45200003671,0.0000,ULSMGO 0.1
45200003671,0.0000,LSHFO 0.5
45200003671,0.0000,LSMGO 0.5
45200003673,0.0000,ULSMGO 0.1
45200003673,0.0000,LSHFO 0.5
45200003673,0.0000,LSMGO 0.5
45200003675,0.0000,ULSMGO 0.1
45200003675,0.0000,LSHFO 0.5
45200003675,0.0000,LSMGO 0.5
45200003677,0.0000,ULSMGO 0.1
45200003677,0.0000,LSHFO 0.5
45200003677,0.0000,LSMGO 0.5
45200003679,0.0000,ULSMGO 0.1
45200003679,0.0000,LSHFO 0.5
45200003679,0.0000,LSMGO 0.5
45200003685,,ULSMGO 0.1
45200003685,1.8000,LSHFO 0.5
45200003685,,LSMGO 0.5
45200003689,0.0000,ULSMGO 0.1
45200003689,0.0000,LSHFO 0.5
45200003689,0.0000,LSMGO 0.5
45200003693,0.0000,ULSMGO 0.1
45200003693,6.3000,LSHFO 0.5
45200003693,0.0000,LSMGO 0.5
45200003697,,ULSMGO 0.1
45200003697,25.0000,LSHFO 0.5
45200003697,,LSMGO 0.5
45200003699,,ULSMGO 0.1
45200003699,25.0000,LSHFO 0.5
45200003699,,LSMGO 0.5
45200003701,0.0000,ULSMGO 0.1
45200003701,0.0000,LSHFO 0.5
45200003701,0.0000,LSMGO 0.5
45200003707,,ULSMGO 0.1
45200003707,1.1000,LSHFO 0.5
45200003707,,LSMGO 0.5
45200003711,0.0000,ULSMGO 0.1
45200003711,0.0000,LSHFO 0.5
45200003711,0.0000,LSMGO 0.5
45200003713,0.0000,ULSMGO 0.1
45200003713,0.0000,LSHFO 0.5
45200003713,0.0000,LSMGO 0.5
45200003715,0.0000,ULSMGO 0.1
45200003715,0.0000,LSHFO 0.5
45200003715,0.0000,LSMGO 0.5
45200003719,,ULSMGO 0.1
45200003719,1.3000,LSHFO 0.5
45200003719,,LSMGO 0.5
45200003723,0.0000,ULSMGO 0.1
45200003723,0.0000,LSHFO 0.5
45200003723,0.0000,LSMGO 0.5
45200003727,,ULSMGO 0.1
45200003727,0.2000,LSHFO 0.5
45200003727,,LSMGO 0.5
45200003731,,ULSMGO 0.1
45200003731,,LSHFO 0.5
45200003731,,LSMGO 0.5
45200003735,,ULSMGO 0.1
45200003735,,LSHFO 0.5
45200003735,,LSMGO 0.5
45200003739,0.0000,ULSMGO 0.1
45200003739,0.0000,LSHFO 0.5
45200003739,0.0000,LSMGO 0.5
45200003743,,ULSMGO 0.1
45200003743,1.0000,LSHFO 0.5
45200003743,,LSMGO 0.5
45200003747,0.0000,ULSMGO 0.1
45200003747,0.0000,LSHFO 0.5
45200003747,0.0000,LSMGO 0.5
45200003751,,ULSMGO 0.1
45200003751,1.2000,LSHFO 0.5
45200003751,,LSMGO 0.5
45200003755,0.0000,ULSMGO 0.1
45200003755,25.0000,LSHFO 0.5
45200003755,0.0000,LSMGO 0.5
45200003757,0.0000,ULSMGO 0.1
45200003757,25.0000,LSHFO 0.5
45200003757,0.0000,LSMGO 0.5
45200003760,,ULSMGO 0.1
45200003760,25.0000,LSHFO 0.5
45200003760,,LSMGO 0.5
45200003762,,ULSMGO 0.1
45200003762,17.0000,LSHFO 0.5
45200003762,,LSMGO 0.5
45200003764,,ULSMGO 0.1
45200003764,20.0000,LSHFO 0.5
45200003764,,LSMGO 0.5
45200003766,,ULSMGO 0.1
45200003766,22.0000,LSHFO 0.5
45200003766,,LSMGO 0.5
45200003768,0.0000,ULSMGO 0.1
45200003768,17.0000,LSHFO 0.5
45200003768,0.0000,LSMGO 0.5
45200003774,0.0000,ULSMGO 0.1
45200003774,0.7500,LSHFO 0.5
45200003774,0.0000,LSMGO 0.5
45200003778,,ULSMGO 0.1
45200003778,,LSHFO 0.5
45200003778,,LSMGO 0.5
45200003780,,ULSMGO 0.1
45200003780,,LSHFO 0.5
45200003780,,LSMGO 0.5
45200003782,,ULSMGO 0.1
45200003782,,LSHFO 0.5
45200003782,,LSMGO 0.5
45200003784,,ULSMGO 0.1
45200003784,,LSHFO 0.5
45200003784,,LSMGO 0.5
45200003786,,ULSMGO 0.1
45200003786,,LSHFO 0.5
45200003786,,LSMGO 0.5
45200003791,,ULSMGO 0.1
45200003791,,LSHFO 0.5
45200003791,,LSMGO 0.5
45200003795,,ULSMGO 0.1
45200003795,,LSHFO 0.5
45200003795,,LSMGO 0.5
45200003799,,ULSMGO 0.1
45200003799,,LSHFO 0.5
45200003799,,LSMGO 0.5
45200003803,,ULSMGO 0.1
45200003803,,LSHFO 0.5
45200003803,,LSMGO 0.5
45200003805,,ULSMGO 0.1
45200003805,,LSHFO 0.5
45200003805,,LSMGO 0.5
45200003809,,ULSMGO 0.1
45200003809,,LSHFO 0.5
45200003809,,LSMGO 0.5
45200003814,0.0000,ULSMGO 0.1
45200003814,0.0000,LSHFO 0.5
45200003814,0.0000,LSMGO 0.5
45200003819,0.0000,ULSMGO 0.1
45200003819,0.0000,LSHFO 0.5
45200003819,0.0000,LSMGO 0.5
45200003823,,ULSMGO 0.1
45200003823,,LSHFO 0.5
45200003823,,LSMGO 0.5
45200003827,0.0000,ULSMGO 0.1
45200003827,0.0000,LSHFO 0.5
45200003827,0.0000,LSMGO 0.5
45200003831,0.0000,ULSMGO 0.1
45200003831,0.0000,LSHFO 0.5
45200003831,0.0000,LSMGO 0.5
45200003835,0.0000,ULSMGO 0.1
45200003835,0.0000,LSHFO 0.5
45200003835,0.0000,LSMGO 0.5
45200003839,0.0000,ULSMGO 0.1
45200003839,0.0000,LSHFO 0.5
45200003839,0.0000,LSMGO 0.5
45200003843,0.0000,ULSMGO 0.1
45200003843,0.0000,LSHFO 0.5
45200003843,0.0000,LSMGO 0.5
45200003847,0.0000,ULSMGO 0.1
45200003847,0.0000,LSHFO 0.5
45200003847,0.0000,LSMGO 0.5
45200003851,0.0000,ULSMGO 0.1
45200003851,0.0000,LSHFO 0.5
45200003851,0.0000,LSMGO 0.5
45200003856,,ULSMGO 0.1
45200003856,,LSHFO 0.5
45200003856,,LSMGO 0.5
45200003860,,ULSMGO 0.1
45200003860,,LSHFO 0.5
45200003860,,LSMGO 0.5
45200003864,,ULSMGO 0.1
45200003864,,LSHFO 0.5
45200003864,,LSMGO 0.5
45200003868,0.0000,ULSMGO 0.1
45200003868,0.0000,LSHFO 0.5
45200003868,0.0000,LSMGO 0.5
45200003872,,ULSMGO 0.1
45200003872,,LSHFO 0.5
45200003872,,LSMGO 0.5
45200003876,,ULSMGO 0.1
45200003876,,LSHFO 0.5
45200003876,,LSMGO 0.5
45200003880,,ULSMGO 0.1
45200003880,,LSHFO 0.5
45200003880,,LSMGO 0.5
45200003882,,ULSMGO 0.1
45200003882,,LSHFO 0.5
45200003882,,LSMGO 0.5
45200003884,,ULSMGO 0.1
45200003884,,LSHFO 0.5
45200003884,,LSMGO 0.5
45200003886,,ULSMGO 0.1
45200003886,,LSHFO 0.5
45200003886,,LSMGO 0.5
45200003890,,ULSMGO 0.1
45200003890,,LSHFO 0.5
45200003890,,LSMGO 0.5
45200003894,0.0000,ULSMGO 0.1
45200003894,0.0000,LSHFO 0.5
45200003894,0.0000,LSMGO 0.5
45200003898,,ULSMGO 0.1
45200003898,,LSHFO 0.5
45200003898,,LSMGO 0.5
45200003900,,ULSMGO 0.1
45200003900,,LSHFO 0.5
45200003900,,LSMGO 0.5
45200003904,,ULSMGO 0.1
45200003904,1.3300,LSHFO 0.5
45200003904,,LSMGO 0.5
45200003908,,ULSMGO 0.1
45200003908,,LSHFO 0.5
45200003908,,LSMGO 0.5
45200003912,,ULSMGO 0.1
45200003912,1.2200,LSHFO 0.5
45200003912,,LSMGO 0.5
45200003916,,ULSMGO 0.1
45200003916,27.0000,LSHFO 0.5
45200003916,,LSMGO 0.5
45200003918,,ULSMGO 0.1
45200003918,27.0000,LSHFO 0.5
45200003918,,LSMGO 0.5
45200003920,,ULSMGO 0.1
45200003920,27.0000,LSHFO 0.5
45200003920,,LSMGO 0.5
45200003922,,ULSMGO 0.1
45200003922,27.0000,LSHFO 0.5
45200003922,,LSMGO 0.5
45200003924,,ULSMGO 0.1
45200003924,27.0000,LSHFO 0.5
45200003924,,LSMGO 0.5
45200003926,,ULSMGO 0.1
45200003926,13.5000,LSHFO 0.5
45200003926,,LSMGO 0.5
45200003932,,ULSMGO 0.1
45200003932,0.3800,LSHFO 0.5
45200003932,,LSMGO 0.5
45200003936,,ULSMGO 0.1
45200003936,,LSHFO 0.5
45200003936,,LSMGO 0.5
45200003938,,ULSMGO 0.1
45200003938,,LSHFO 0.5
45200003938,,LSMGO 0.5
45200003940,,ULSMGO 0.1
45200003940,,LSHFO 0.5
45200003940,,LSMGO 0.5
45200003944,,ULSMGO 0.1
45200003944,0.5600,LSHFO 0.5
45200003944,,LSMGO 0.5
45200003948,,ULSMGO 0.1
45200003948,,LSHFO 0.5
45200003948,,LSMGO 0.5
45200003952,,ULSMGO 0.1
45200003952,0.8400,LSHFO 0.5
45200003952,,LSMGO 0.5
45200003954,,ULSMGO 0.1
45200003954,27.0000,LSHFO 0.5
45200003954,,LSMGO 0.5
45200003956,,ULSMGO 0.1
45200003956,7.8800,LSHFO 0.5
45200003956,,LSMGO 0.5
45200003965,,ULSMGO 0.1
45200003965,,LSHFO 0.5
45200003965,,LSMGO 0.5
45200003969,,ULSMGO 0.1
45200003969,2.8100,LSHFO 0.5
45200003969,,LSMGO 0.5
45200003973,,ULSMGO 0.1
45200003973,,LSHFO 0.5
45200003973,,LSMGO 0.5
45200003977,,ULSMGO 0.1
45200003977,2.9100,LSHFO 0.5
45200003977,,LSMGO 0.5
45200003981,,ULSMGO 0.1
45200003981,27.0000,LSHFO 0.5
45200003981,,LSMGO 0.5
45200003983,,ULSMGO 0.1
45200003983,24.0000,LSHFO 0.5
45200003983,,LSMGO 0.5
45200003985,,ULSMGO 0.1
45200003985,27.0000,LSHFO 0.5
45200003985,,LSMGO 0.5
45200004019,,ULSMGO 0.1
45200004019,0.3800,LSHFO 0.5
45200004019,,LSMGO 0.5
45200004023,,ULSMGO 0.1
45200004023,,LSHFO 0.5
45200004023,,LSMGO 0.5
45200004027,,ULSMGO 0.1
45200004027,1.7800,LSHFO 0.5
45200004027,,LSMGO 0.5
45200004031,,ULSMGO 0.1
45200004031,,LSHFO 0.5
45200004031,,LSMGO 0.5
45200004035,,ULSMGO 0.1
45200004035,1.0900,LSHFO 0.5
45200004035,,LSMGO 0.5
45200004039,,ULSMGO 0.1
45200004039,,LSHFO 0.5
45200004039,,LSMGO 0.5
45200004041,,ULSMGO 0.1
45200004041,,LSHFO 0.5
45200004041,,LSMGO 0.5
45200004043,,ULSMGO 0.1
45200004043,,LSHFO 0.5
45200004043,,LSMGO 0.5
45200004045,,ULSMGO 0.1
45200004045,,LSHFO 0.5
45200004045,,LSMGO 0.5
45200004047,,ULSMGO 0.1
45200004047,,LSHFO 0.5
45200004047,,LSMGO 0.5
45200004049,,ULSMGO 0.1
45200004049,,LSHFO 0.5
45200004049,,LSMGO 0.5
45200004053,,ULSMGO 0.1
45200004053,1.3100,LSHFO 0.5
45200004053,,LSMGO 0.5
45200004057,,ULSMGO 0.1
45200004057,,LSHFO 0.5
45200004057,,LSMGO 0.5
45200004061,,ULSMGO 0.1
45200004061,1.7800,LSHFO 0.5
45200004061,,LSMGO 0.5
45200004065,,ULSMGO 0.1
45200004065,15.7500,LSHFO 0.5
45200004065,,LSMGO 0.5
45200004071,,ULSMGO 0.1
45200004071,0.9400,LSHFO 0.5
45200004071,,LSMGO 0.5
45200004075,,ULSMGO 0.1
45200004075,,LSHFO 0.5
45200004075,,LSMGO 0.5
45200004079,,ULSMGO 0.1
45200004079,3.1900,LSHFO 0.5
45200004079,,LSMGO 0.5
45200004083,,ULSMGO 0.1
45200004083,,LSHFO 0.5
45200004083,,LSMGO 0.5
45200004087,,ULSMGO 0.1
45200004087,1.0300,LSHFO 0.5
45200004087,,LSMGO 0.5
45200004091,,ULSMGO 0.1
45200004091,,LSHFO 0.5
45200004091,,LSMGO 0.5
45200004093,,ULSMGO 0.1
45200004093,,LSHFO 0.5
45200004093,,LSMGO 0.5
45200004095,,ULSMGO 0.1
45200004095,,LSHFO 0.5
45200004095,,LSMGO 0.5
45200004097,,ULSMGO 0.1
45200004097,,LSHFO 0.5
45200004097,,LSMGO 0.5
45200004099,,ULSMGO 0.1
45200004099,,LSHFO 0.5
45200004099,,LSMGO 0.5
45200004103,,ULSMGO 0.1
45200004103,1.2200,LSHFO 0.5
45200004103,,LSMGO 0.5
45200004107,,ULSMGO 0.1
45200004107,,LSHFO 0.5
45200004107,,LSMGO 0.5
45200004111,,ULSMGO 0.1
45200004111,2.5300,LSHFO 0.5
45200004111,,LSMGO 0.5
45200004115,,ULSMGO 0.1
45200004115,11.2500,LSHFO 0.5
45200004115,,LSMGO 0.5
45200004117,,ULSMGO 0.1
45200004117,14.6300,LSHFO 0.5
45200004117,,LSMGO 0.5
45200004123,,ULSMGO 0.1
45200004123,12.3800,LSHFO 0.5
45200004123,,LSMGO 0.5
45200004125,,ULSMGO 0.1
45200004125,5.0600,LSHFO 0.5
45200004125,,LSMGO 0.5
45200004127,,ULSMGO 0.1
45200004127,1.1300,LSHFO 0.5
45200004127,,LSMGO 0.5
45200004129,,ULSMGO 0.1
45200004129,5.6300,LSHFO 0.5
45200004129,,LSMGO 0.5
45200004133,0.0000,ULSMGO 0.1
45200004133,10.3400,LSHFO 0.5
45200004133,0.0000,LSMGO 0.5
45200004137,,ULSMGO 0.1
45200004137,3.5300,LSHFO 0.5
45200004137,,LSMGO 0.5
45200004141,,ULSMGO 0.1
45200004141,4.5000,LSHFO 0.5
45200004141,,LSMGO 0.5
45200004143,,ULSMGO 0.1
45200004143,27.0000,LSHFO 0.5
45200004143,,LSMGO 0.5
45200004145,,ULSMGO 0.1
45200004145,12.3800,LSHFO 0.5
45200004145,,LSMGO 0.5
45200004151,,ULSMGO 0.1
45200004151,1.4100,LSHFO 0.5
45200004151,,LSMGO 0.5
45200004155,,ULSMGO 0.1
45200004155,,LSHFO 0.5
45200004155,,LSMGO 0.5
45200004157,,ULSMGO 0.1
45200004157,,LSHFO 0.5
45200004157,,LSMGO 0.5
45200004159,,ULSMGO 0.1
45200004159,,LSHFO 0.5
45200004159,,LSMGO 0.5
45200004161,,ULSMGO 0.1
45200004161,,LSHFO 0.5
45200004161,,LSMGO 0.5
45200004163,,ULSMGO 0.1
45200004163,,LSHFO 0.5
45200004163,,LSMGO 0.5
45200004165,,ULSMGO 0.1
45200004165,,LSHFO 0.5
45200004165,,LSMGO 0.5
45200004169,,ULSMGO 0.1
45200004169,5.3400,LSHFO 0.5
45200004169,,LSMGO 0.5
45200004173,,ULSMGO 0.1
45200004173,,LSHFO 0.5
45200004173,,LSMGO 0.5
45200004177,,ULSMGO 0.1
45200004177,3.1900,LSHFO 0.5
45200004177,,LSMGO 0.5
45200004181,,ULSMGO 0.1
45200004181,24.7500,LSHFO 0.5
45200004181,,LSMGO 0.5
45200004183,,ULSMGO 0.1
45200004183,22.5000,LSHFO 0.5
45200004183,,LSMGO 0.5
45200004189,,ULSMGO 0.1
45200004189,1.5000,LSHFO 0.5
45200004189,,LSMGO 0.5
45200004191,,ULSMGO 0.1
45200004191,8.0000,LSHFO 0.5
45200004191,,LSMGO 0.5
45200004193,,ULSMGO 0.1
45200004193,8.0000,LSHFO 0.5
45200004193,,LSMGO 0.5
45200004195,,ULSMGO 0.1
45200004195,1.8000,LSHFO 0.5
45200004195,,LSMGO 0.5
45200004199,,ULSMGO 0.1
45200004199,5.7000,LSHFO 0.5
45200004199,,LSMGO 0.5
45200004209,0.0000,ULSMGO 0.1
45200004209,2.2500,LSHFO 0.5
45200004209,0.0000,LSMGO 0.5
45200004213,,ULSMGO 0.1
45200004213,,LSHFO 0.5
45200004213,,LSMGO 0.5
45200004217,,ULSMGO 0.1
45200004217,1.4000,LSHFO 0.5
45200004217,,LSMGO 0.5
45200004221,0.0000,ULSMGO 0.1
45200004221,0.0000,LSHFO 0.5
45200004221,0.0000,LSMGO 0.5
